county,date,other,delta,omicron,epsilon,alpha,iota,gamma,zeta,mu,beta
Shasta,2022-02-07,1,1,14,0,0,0,0,0,0,0
Shasta,2022-02-08,2,0,3,0,0,0,0,0,0,0
Shasta,2022-02-09,0,0,8,0,0,0,0,0,0,0
Shasta,2022-02-10,0,0,8,0,0,0,0,0,0,0
Shasta,2022-02-11,0,0,6,0,0,0,0,0,0,0
Shasta,2022-02-12,0,0,4,0,0,0,0,0,0,0
Shasta,2022-02-13,0,0,3,0,0,0,0,0,0,0
Shasta,2022-02-14,2,0,16,0,0,0,0,0,0,0
Shasta,2022-02-15,3,0,10,0,0,0,0,0,0,0
Shasta,2022-02-16,1,0,4,0,0,0,0,0,0,0
Shasta,2022-02-17,0,0,1,0,0,0,0,0,0,0
Shasta,2022-02-18,0,0,3,0,0,0,0,0,0,0
Shasta,2022-02-20,0,0,2,0,0,0,0,0,0,0
Shasta,2022-02-21,1,0,4,0,0,0,0,0,0,0
Shasta,2022-02-22,1,0,6,0,0,0,0,0,0,0
Shasta,2022-02-23,0,0,1,0,0,0,0,0,0,0
Shasta,2022-02-24,1,0,2,0,0,0,0,0,0,0
Shasta,2022-02-25,0,0,3,0,0,0,0,0,0,0
Shasta,2022-02-26,0,0,1,0,0,0,0,0,0,0
Shasta,2022-02-28,1,0,0,0,0,0,0,0,0,0
Shasta,2022-03-02,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-03,1,0,0,0,0,0,0,0,0,0
Shasta,2022-03-04,0,0,2,0,0,0,0,0,0,0
Shasta,2022-03-05,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-06,0,0,2,0,0,0,0,0,0,0
Shasta,2022-03-09,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-10,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-11,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-13,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-15,1,0,0,0,0,0,0,0,0,0
Shasta,2022-03-16,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-21,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-22,1,0,1,0,0,0,0,0,0,0
Shasta,2022-03-23,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-24,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-25,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-28,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-29,0,0,1,0,0,0,0,0,0,0
Shasta,2022-03-30,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-01,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-12,1,0,0,0,0,0,0,0,0,0
Shasta,2022-04-18,1,0,0,0,0,0,0,0,0,0
Shasta,2022-04-19,0,0,1,0,0,0,0,0,0,0
Shasta,2022-04-20,3,0,0,0,0,0,0,0,0,0
Shasta,2022-04-27,1,0,0,0,0,0,0,0,0,0
Sierra,2021-12-15,0,1,0,0,0,0,0,0,0,0
Sierra,2022-01-18,0,0,1,0,0,0,0,0,0,0
Sierra,2022-02-02,1,0,0,0,0,0,0,0,0,0
Siskiyou,2021-12-14,0,1,0,0,0,0,0,0,0,0
Siskiyou,2021-12-15,0,1,0,0,0,0,0,0,0,0
Siskiyou,2021-12-20,1,0,0,0,0,0,0,0,0,0
Siskiyou,2021-12-27,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-06,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-10,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-18,1,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-19,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-24,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-25,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-27,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-01-28,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-01-31,0,0,3,0,0,0,0,0,0,0
Siskiyou,2022-02-14,0,0,2,0,0,0,0,0,0,0
Siskiyou,2022-02-15,0,0,1,0,0,0,0,0,0,0
Siskiyou,2022-02-18,1,0,0,0,0,0,0,0,0,0
Solano,2021-12-01,0,13,0,0,0,0,0,0,0,0
Solano,2021-12-02,1,4,0,0,0,0,0,0,0,0
Solano,2021-12-03,3,7,0,0,0,0,0,0,0,0
Solano,2021-12-04,1,15,0,0,0,0,0,0,0,0
Solano,2021-12-06,2,12,0,0,0,0,0,0,0,0
Solano,2021-12-07,1,11,0,0,0,0,0,0,0,0
Solano,2021-12-08,1,8,0,0,0,0,0,0,0,0
Solano,2021-12-09,2,8,0,0,0,0,0,0,0,0
Solano,2021-12-10,1,5,0,0,0,0,0,0,0,0
Solano,2021-12-11,0,4,0,0,0,0,0,0,0,0
Solano,2021-12-13,1,20,1,0,0,0,0,0,0,0
Solano,2021-12-14,0,16,4,0,0,0,0,0,0,0
Solano,2021-12-15,0,5,6,0,0,0,0,0,0,0
Solano,2021-12-16,0,9,1,0,0,0,0,0,0,0
Solano,2021-12-17,0,0,1,0,0,0,0,0,0,0
Solano,2021-12-18,0,1,0,0,0,0,0,0,0,0
Solano,2021-12-19,1,2,1,0,0,0,0,0,0,0
Solano,2021-12-20,1,1,2,0,0,0,0,0,0,0
Solano,2021-12-21,2,1,5,0,0,0,0,0,0,0
Solano,2021-12-22,2,4,6,0,0,0,0,0,0,0
Solano,2021-12-23,0,1,3,0,0,0,0,0,0,0
Solano,2021-12-24,2,0,2,0,0,0,0,0,0,0
Solano,2021-12-26,2,0,4,0,0,0,0,0,0,0
Solano,2021-12-27,0,2,11,0,0,0,0,0,0,0
Solano,2021-12-28,0,2,9,0,0,0,0,0,0,0
Solano,2021-12-29,0,0,4,0,0,0,0,0,0,0
Solano,2021-12-30,0,1,10,0,0,0,0,0,0,0
Solano,2021-12-31,1,1,5,1,0,0,0,0,0,0
Solano,2022-01-01,1,0,0,0,0,0,0,0,0,0
Solano,2022-01-03,5,1,9,0,0,0,0,0,0,0
Solano,2022-01-04,2,1,15,0,0,0,0,0,0,0
Solano,2022-01-05,2,1,2,0,0,0,0,0,0,0
Solano,2022-01-06,2,2,2,0,0,0,0,0,0,0
Solano,2022-01-07,2,3,18,1,0,0,0,0,0,0
Solano,2022-01-08,2,0,2,0,0,0,0,0,0,0
Solano,2022-01-09,0,0,1,0,0,0,0,0,0,0
Solano,2022-01-10,1,0,4,0,0,0,0,0,0,0
Solano,2022-01-11,4,0,8,0,0,0,0,0,0,0
Solano,2022-01-12,2,0,4,0,0,0,0,0,0,0
Solano,2022-01-13,2,1,5,0,0,0,0,0,0,0
Solano,2022-01-14,3,1,3,0,0,0,0,0,0,0
Solano,2022-01-15,0,0,2,0,0,0,0,0,0,0
Solano,2022-01-16,1,0,3,0,0,0,0,0,0,0
Solano,2022-01-17,4,0,8,0,0,0,0,0,0,0
Solano,2022-01-18,2,1,7,1,0,0,0,0,0,0
Solano,2022-01-19,0,0,8,0,0,0,0,0,0,0
Solano,2022-01-20,4,0,14,0,0,0,0,0,0,0
Solano,2022-01-21,1,0,3,0,0,0,0,0,0,0
Solano,2022-01-22,0,0,4,0,0,0,0,0,0,0
Solano,2022-01-23,0,0,2,0,0,0,0,0,0,0
Solano,2022-01-24,0,1,6,0,0,0,0,0,0,0
Solano,2022-01-25,0,1,6,0,0,0,0,0,0,0
Solano,2022-01-26,3,1,4,0,0,0,0,0,0,0
Solano,2022-01-27,0,3,13,0,0,0,0,0,0,0
Solano,2022-01-28,2,1,23,0,0,0,0,0,0,0
Solano,2022-01-29,1,0,8,0,0,0,0,0,0,0
Solano,2022-01-30,0,0,5,0,0,0,0,0,0,0
Solano,2022-01-31,2,2,16,0,0,0,0,0,0,0
Solano,2022-02-01,2,1,23,0,0,0,0,0,0,0
Solano,2022-02-02,1,1,11,0,0,0,0,0,0,0
Solano,2022-02-03,2,0,6,0,0,0,0,0,0,0
Solano,2022-02-04,2,0,5,0,0,0,0,0,0,0
Solano,2022-02-05,0,0,3,0,0,0,0,0,0,0
Solano,2022-02-06,1,0,2,0,0,0,0,0,0,0
Solano,2022-02-07,2,1,20,0,0,0,0,0,0,0
Solano,2022-02-08,2,0,13,0,0,0,0,0,0,0
Solano,2022-02-09,0,1,6,0,0,0,0,0,0,0
Solano,2022-02-10,0,0,21,0,0,0,0,0,0,0
Solano,2022-02-11,1,0,24,0,0,0,0,0,0,0
Solano,2022-02-12,0,0,14,0,0,0,0,0,0,0
Solano,2022-02-13,0,0,7,0,0,0,0,0,0,0
Solano,2022-02-14,0,0,18,0,0,0,0,0,0,0
Solano,2022-02-15,1,0,11,0,0,0,0,0,0,0
Solano,2022-02-16,2,0,17,0,0,0,0,0,0,0
Solano,2022-02-17,1,0,6,0,0,0,0,0,0,0
Solano,2022-02-18,0,0,9,0,0,0,0,0,0,0
Solano,2022-02-20,1,0,1,0,0,0,0,0,0,0
Solano,2022-02-21,0,0,8,0,0,0,0,0,0,0
Solano,2022-02-22,5,0,8,0,0,0,0,0,0,0
Solano,2022-02-23,1,0,16,0,0,0,0,0,0,0
Solano,2022-02-24,1,0,20,0,0,0,0,0,0,0
Solano,2022-02-25,0,0,10,0,0,0,0,0,0,0
Solano,2022-02-26,0,0,1,0,0,0,0,0,0,0
Solano,2022-02-27,0,0,5,0,0,0,0,0,0,0
Solano,2022-02-28,0,0,7,0,0,0,0,0,0,0
Solano,2022-03-01,0,0,9,0,0,0,0,0,0,0
Solano,2022-03-02,0,0,5,0,0,0,0,0,0,0
Solano,2022-03-03,1,0,15,0,0,0,0,0,0,0
Solano,2022-03-04,1,0,7,0,0,0,0,0,0,0
Solano,2022-03-05,0,0,3,0,0,0,0,0,0,0
Solano,2022-03-06,0,0,3,0,0,0,0,0,0,0
Solano,2022-03-07,1,0,5,0,0,0,0,0,0,0
Solano,2022-03-08,0,0,7,0,0,0,0,0,0,0
Solano,2022-03-09,0,0,4,0,0,0,0,0,0,0
Solano,2022-03-10,0,0,6,0,0,0,0,0,0,0
Solano,2022-03-11,0,0,1,0,0,0,0,0,0,0
Solano,2022-03-13,0,0,4,0,0,0,0,0,0,0
Solano,2022-03-14,0,0,2,0,0,0,0,0,0,0
Solano,2022-03-15,0,0,4,0,0,0,0,0,0,0
Solano,2022-03-16,1,0,4,0,0,0,0,0,0,0
Solano,2022-03-17,0,0,1,0,0,0,0,0,0,0
Solano,2022-03-18,0,0,6,0,0,0,0,0,0,0
Solano,2022-03-19,0,0,2,0,0,0,0,0,0,0
Solano,2022-03-21,0,0,3,0,0,0,0,0,0,0
Solano,2022-03-22,1,0,2,0,0,0,0,0,0,0
Solano,2022-03-23,0,0,3,0,0,0,0,0,0,0
Solano,2022-03-24,1,0,2,0,0,0,0,0,0,0
Solano,2022-03-25,0,0,1,0,0,0,0,0,0,0
Solano,2022-03-26,0,0,6,0,0,0,0,0,0,0
Solano,2022-03-27,0,0,1,0,0,0,0,0,0,0
Solano,2022-03-28,1,0,7,0,0,0,0,0,0,0
Solano,2022-03-29,0,0,1,0,0,0,0,0,0,0
Solano,2022-03-30,0,0,3,0,0,0,0,0,0,0
Solano,2022-03-31,1,0,1,0,0,0,0,0,0,0
Solano,2022-04-01,0,0,2,0,0,0,0,0,0,0
Solano,2022-04-02,0,0,1,0,0,0,0,0,0,0
Solano,2022-04-03,2,0,2,0,0,0,0,0,0,0
Solano,2022-04-04,0,0,2,0,0,0,0,0,0,0
Solano,2022-04-05,0,0,1,0,0,0,0,0,0,0
Solano,2022-04-06,0,0,3,0,0,0,0,0,0,0
Solano,2022-04-07,0,0,4,0,0,0,0,0,0,0
Solano,2022-04-08,0,0,3,0,0,0,0,0,0,0
Solano,2022-04-09,1,0,5,0,0,0,0,0,0,0
Solano,2022-04-10,1,0,5,0,0,0,0,0,0,0
Solano,2022-04-11,0,0,6,0,0,0,0,0,0,0
Solano,2022-04-13,1,0,0,0,0,0,0,0,0,0
Solano,2022-04-14,1,0,3,0,0,0,0,0,0,0
Solano,2022-04-15,0,0,2,0,0,0,0,0,0,0
Solano,2022-04-16,0,0,3,0,0,0,0,0,0,0
Solano,2022-04-18,2,0,4,0,0,0,0,0,0,0
Solano,2022-04-19,0,0,1,0,0,0,0,0,0,0
Solano,2022-04-20,0,0,5,0,0,0,0,0,0,0
Solano,2022-04-21,0,0,3,0,0,0,0,0,0,0
Solano,2022-04-22,1,0,1,0,0,0,0,0,0,0
Solano,2022-04-24,1,0,0,0,0,0,0,0,0,0
Solano,2022-04-25,2,0,1,0,0,0,0,0,0,0
Solano,2022-04-26,1,0,0,0,0,0,0,0,0,0
Sonoma,2021-12-01,1,4,0,0,0,0,0,0,0,0
Sonoma,2021-12-02,0,7,0,0,0,0,0,0,0,0
Sonoma,2021-12-03,1,12,0,0,0,0,0,0,0,0
Sonoma,2021-12-04,1,3,0,0,0,0,0,0,0,0
Sonoma,2021-12-05,0,3,0,0,0,0,0,0,0,0
Sonoma,2021-12-06,1,10,0,0,0,0,0,0,0,0
Sonoma,2021-12-07,0,9,0,0,0,0,0,0,0,0
Sonoma,2021-12-08,0,6,1,0,0,0,0,0,0,0
Sonoma,2021-12-09,1,14,0,0,0,0,0,0,0,0
Sonoma,2021-12-10,0,13,1,0,0,0,0,0,0,0
Sonoma,2021-12-11,4,5,0,0,0,0,0,0,0,0
Sonoma,2021-12-12,2,5,0,0,0,0,0,0,0,0
Sonoma,2021-12-13,0,11,0,0,0,0,0,0,0,0
Sonoma,2021-12-14,1,15,3,0,0,0,0,0,0,0
Sonoma,2021-12-15,0,10,7,0,0,0,0,0,0,0
Sonoma,2021-12-16,0,4,2,0,0,0,0,0,0,0
Sonoma,2021-12-17,0,1,2,0,0,0,0,0,0,0
Sonoma,2021-12-18,0,0,1,0,0,0,0,0,0,0
Sonoma,2021-12-19,0,1,0,0,0,0,0,0,0,0
Sonoma,2021-12-20,2,0,1,0,0,0,0,0,0,0
Sonoma,2021-12-21,1,1,0,0,0,0,0,0,0,0
Sonoma,2021-12-22,0,0,10,1,0,0,0,0,0,0
Sonoma,2021-12-23,4,4,3,0,0,0,0,0,0,0
Sonoma,2021-12-24,0,0,5,0,0,0,0,0,0,0
Sonoma,2021-12-26,1,1,10,0,0,0,0,0,0,0
Sonoma,2021-12-27,5,3,11,0,0,0,0,0,0,0
Sonoma,2021-12-28,1,2,8,0,0,0,0,0,0,0
Sonoma,2021-12-29,2,3,12,1,0,0,0,0,0,0
Sonoma,2021-12-30,3,3,7,0,0,0,0,0,0,0
Sonoma,2021-12-31,4,3,8,0,0,0,0,0,0,0
Sonoma,2022-01-01,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-01-02,2,1,2,0,0,0,0,0,0,0
Sonoma,2022-01-03,3,5,18,0,0,0,0,0,0,0
Sonoma,2022-01-04,4,2,6,0,0,0,0,0,0,0
Sonoma,2022-01-05,3,1,1,0,0,0,0,0,0,0
Sonoma,2022-01-06,3,0,5,0,0,0,0,0,0,0
Sonoma,2022-01-07,6,5,57,0,0,0,0,0,0,0
Sonoma,2022-01-08,2,0,2,1,0,0,0,0,0,0
Sonoma,2022-01-09,2,0,0,0,0,0,0,0,0,0
Sonoma,2022-01-10,2,2,9,0,0,0,0,0,0,0
Sonoma,2022-01-11,2,2,22,1,0,0,0,0,0,0
Sonoma,2022-01-12,3,2,23,0,0,0,0,0,0,0
Sonoma,2022-01-13,11,0,27,0,0,0,0,0,0,0
Sonoma,2022-01-14,1,0,12,1,0,0,0,0,0,0
Sonoma,2022-01-15,2,0,0,0,0,0,0,0,0,0
Sonoma,2022-01-16,1,1,1,0,0,0,0,0,0,0
Sonoma,2022-01-17,1,1,1,0,0,0,0,0,0,0
Sonoma,2022-01-18,7,0,15,0,0,0,0,0,0,0
Sonoma,2022-01-19,2,0,8,0,0,0,0,0,0,0
Sonoma,2022-01-20,3,0,1,1,0,0,0,0,0,0
Sonoma,2022-01-21,1,1,8,0,0,0,0,0,0,0
Sonoma,2022-01-22,0,0,8,0,0,0,0,0,0,0
Sonoma,2022-01-23,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-01-24,0,0,16,0,0,0,0,0,0,0
Sonoma,2022-01-25,2,2,14,0,0,0,0,0,0,0
Sonoma,2022-01-26,2,1,7,0,0,0,0,0,0,0
Sonoma,2022-01-27,0,1,9,0,0,0,0,0,0,0
Sonoma,2022-01-28,1,0,15,0,0,0,0,0,0,0
Sonoma,2022-01-29,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-01-30,0,0,6,0,0,0,0,0,0,0
Sonoma,2022-01-31,6,1,28,0,0,0,0,0,0,0
Sonoma,2022-02-01,11,2,58,0,0,0,0,0,0,0
Sonoma,2022-02-02,4,0,12,0,0,0,0,0,0,0
Sonoma,2022-02-03,3,0,15,0,0,0,0,0,0,0
Sonoma,2022-02-04,1,2,4,0,0,0,0,0,0,0
Sonoma,2022-02-05,2,0,3,0,0,0,0,0,0,0
Sonoma,2022-02-06,5,0,6,0,0,0,0,0,0,0
Sonoma,2022-02-07,1,0,24,0,0,0,0,0,0,0
Sonoma,2022-02-08,0,0,19,0,0,0,0,0,0,0
Sonoma,2022-02-09,9,1,13,0,0,0,0,0,0,0
Sonoma,2022-02-10,3,0,19,0,0,0,0,0,0,0
Sonoma,2022-02-11,4,0,13,0,0,0,0,0,0,0
Sonoma,2022-02-12,5,0,16,0,0,0,0,0,0,0
Sonoma,2022-02-13,6,0,8,0,0,0,0,0,0,0
Sonoma,2022-02-14,1,0,21,0,0,0,0,0,0,0
Sonoma,2022-02-15,5,0,23,0,0,0,0,0,0,0
Sonoma,2022-02-16,4,0,6,0,0,0,0,0,0,0
Sonoma,2022-02-17,1,0,21,0,0,0,0,0,0,0
Sonoma,2022-02-18,0,0,10,0,0,0,0,0,0,0
Sonoma,2022-02-19,0,0,7,0,0,0,0,0,0,0
Sonoma,2022-02-20,0,0,6,0,0,0,0,0,0,0
Sonoma,2022-02-22,4,0,21,0,0,0,0,0,0,0
Sonoma,2022-02-23,3,0,5,0,0,0,0,0,0,0
Sonoma,2022-02-24,1,0,4,0,0,0,0,0,0,0
Sonoma,2022-02-25,2,0,12,0,0,0,0,0,0,0
Sonoma,2022-02-26,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-02-27,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-02-28,1,0,9,0,0,0,0,0,0,0
Sonoma,2022-03-01,2,0,6,0,0,0,0,0,0,0
Sonoma,2022-03-02,0,0,8,0,0,0,0,0,0,0
Sonoma,2022-03-03,0,0,4,0,0,0,0,0,0,0
Sonoma,2022-03-04,0,0,4,0,0,0,0,0,0,0
Sonoma,2022-03-05,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-03-06,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-03-07,2,0,3,0,0,0,0,0,0,0
Sonoma,2022-03-08,2,0,6,0,0,0,0,0,0,0
Sonoma,2022-03-09,1,0,11,0,0,0,0,0,0,0
Sonoma,2022-03-10,1,0,4,0,0,0,0,0,0,0
Sonoma,2022-03-11,0,0,4,0,0,0,0,0,0,0
Sonoma,2022-03-12,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-03-14,2,0,2,0,0,0,0,0,0,0
Sonoma,2022-03-15,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-03-16,0,0,8,0,0,0,0,0,0,0
Sonoma,2022-03-17,1,0,4,0,0,0,0,0,0,0
Sonoma,2022-03-18,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-03-19,1,0,3,0,0,0,0,0,0,0
Sonoma,2022-03-20,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-03-21,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-03-22,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-03-23,1,0,2,0,0,0,0,0,0,0
Sonoma,2022-03-24,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-03-25,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-03-26,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-03-28,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-03-29,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-03-30,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-03-31,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-01,0,0,5,0,0,0,0,0,0,0
Sonoma,2022-04-02,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-03,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-04-04,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-05,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-04-07,0,0,4,0,0,0,0,0,0,0
Sonoma,2022-04-08,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-04-09,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-10,0,0,3,0,0,0,0,0,0,0
Sonoma,2022-04-12,1,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-13,1,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-14,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-15,0,0,4,0,0,0,0,0,0,0
Sonoma,2022-04-16,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-04-18,0,0,4,0,0,0,0,0,0,0
Sonoma,2022-04-21,0,0,2,0,0,0,0,0,0,0
Sonoma,2022-04-22,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-04-23,0,0,1,0,0,0,0,0,0,0
Sonoma,2022-04-24,0,0,1,0,0,0,0,0,0,0
Stanislaus,2021-12-01,0,8,0,0,0,0,0,0,0,0
Stanislaus,2021-12-02,0,3,0,0,0,0,0,0,0,0
Stanislaus,2021-12-03,2,11,0,0,0,0,0,0,0,0
Stanislaus,2021-12-04,0,5,0,0,0,0,0,0,0,0
Stanislaus,2021-12-05,3,5,0,0,0,0,0,0,0,0
Stanislaus,2021-12-06,5,21,0,0,0,0,0,0,0,0
Stanislaus,2021-12-07,5,26,0,0,0,0,0,0,0,0
Stanislaus,2021-12-08,1,4,0,0,0,0,0,0,0,0
Stanislaus,2021-12-09,0,13,0,0,0,0,0,0,0,0
Stanislaus,2021-12-10,0,15,0,0,0,0,0,0,0,0
Stanislaus,2021-12-12,1,10,0,0,0,0,0,0,0,0
Stanislaus,2021-12-13,5,28,0,0,0,0,0,0,0,0
Stanislaus,2021-12-14,4,15,3,0,0,0,0,0,0,0
Stanislaus,2021-12-15,0,6,0,0,0,0,0,0,0,0
Stanislaus,2021-12-16,0,3,0,0,0,0,0,0,0,0
Stanislaus,2021-12-17,0,8,1,0,0,0,0,0,0,0
Stanislaus,2021-12-18,0,2,1,0,0,0,0,0,0,0
Stanislaus,2021-12-19,0,4,1,0,0,0,0,0,0,0
Stanislaus,2021-12-20,5,3,2,0,0,0,0,0,0,0
Stanislaus,2021-12-21,2,4,1,0,0,0,0,0,0,0
Stanislaus,2021-12-22,2,6,3,0,0,0,0,0,0,0
Stanislaus,2021-12-23,0,2,8,0,0,0,0,0,0,0
Stanislaus,2021-12-26,0,1,1,0,0,0,0,0,0,0
Stanislaus,2021-12-27,3,2,4,0,0,0,0,0,0,0
Stanislaus,2021-12-28,1,2,4,0,0,0,0,0,0,0
Stanislaus,2021-12-29,1,2,5,0,0,0,0,0,0,0
Stanislaus,2021-12-30,0,0,1,1,0,0,0,0,0,0
Stanislaus,2021-12-31,0,1,0,0,0,0,0,0,0,0
Stanislaus,2022-01-01,0,0,1,0,0,0,0,0,0,0
Stanislaus,2022-01-03,0,1,12,0,0,0,0,0,0,0
Stanislaus,2022-01-04,2,3,6,0,0,0,0,0,0,0
Stanislaus,2022-01-05,4,2,2,0,0,0,0,0,0,0
Stanislaus,2022-01-06,1,0,8,1,0,0,0,0,0,0
Stanislaus,2022-01-07,4,4,18,0,0,0,0,0,0,0
Stanislaus,2022-01-08,2,0,1,0,0,0,0,0,0,0
Stanislaus,2022-01-09,1,0,0,0,0,0,0,1,0,0
Stanislaus,2022-01-10,3,4,4,0,0,0,0,0,0,0
Stanislaus,2022-01-11,2,1,15,0,0,0,0,0,0,0
Stanislaus,2022-01-12,3,2,3,0,0,0,0,0,0,0
Stanislaus,2022-01-13,3,3,8,0,0,1,0,0,0,0
Stanislaus,2022-01-14,1,1,6,0,0,0,0,0,0,0
Stanislaus,2022-01-15,1,0,4,0,2,0,0,0,0,0
Stanislaus,2022-01-16,1,1,1,0,0,0,0,0,0,0
Stanislaus,2022-01-17,4,2,13,0,0,0,0,0,0,0
Stanislaus,2022-01-18,8,0,3,0,0,0,0,0,0,0
Stanislaus,2022-01-19,3,2,0,0,0,0,0,0,0,0
Stanislaus,2022-01-20,4,0,4,0,0,0,0,0,0,0
Stanislaus,2022-01-21,3,3,0,0,0,0,0,0,0,0
Stanislaus,2022-01-22,1,1,1,0,0,0,0,0,0,0
Stanislaus,2022-01-23,2,0,6,0,0,0,0,0,0,0
Stanislaus,2022-01-24,2,1,4,0,0,0,0,0,0,0
Stanislaus,2022-01-25,2,0,5,0,0,0,0,0,0,0
Stanislaus,2022-01-26,5,2,11,0,0,0,0,0,0,0
Stanislaus,2022-01-27,1,0,18,0,0,0,0,0,0,0
Stanislaus,2022-01-28,1,0,41,0,0,0,0,0,0,0
Stanislaus,2022-01-29,0,0,4,0,0,0,0,0,0,0
Stanislaus,2022-01-30,1,2,0,0,0,0,0,0,0,0
Stanislaus,2022-01-31,8,0,39,0,0,0,0,0,0,0
Stanislaus,2022-02-01,5,0,43,0,0,0,0,0,0,0
Stanislaus,2022-02-02,3,0,16,0,0,0,0,0,0,0
Stanislaus,2022-02-03,7,0,17,0,0,0,0,0,0,0
Stanislaus,2022-02-04,1,1,11,0,0,0,0,0,0,0
Stanislaus,2022-02-05,1,0,6,0,0,0,0,0,0,0
Stanislaus,2022-02-06,2,1,18,0,0,0,0,0,0,0
Stanislaus,2022-02-07,1,2,37,0,1,0,0,0,0,0
Stanislaus,2022-02-08,3,0,12,0,0,0,0,0,0,0
Stanislaus,2022-02-09,10,0,26,0,0,0,0,0,0,0
Stanislaus,2022-02-10,6,0,32,0,0,0,0,0,0,0
Stanislaus,2022-02-11,3,0,25,0,0,0,0,0,0,0
Stanislaus,2022-02-12,3,0,20,0,0,0,0,0,0,0
Stanislaus,2022-02-13,3,0,12,0,0,0,0,0,0,0
Stanislaus,2022-02-14,8,0,19,0,0,0,0,0,0,0
Stanislaus,2022-02-15,2,0,13,0,0,0,0,0,0,0
Stanislaus,2022-02-16,2,0,9,0,0,0,0,0,0,0
Stanislaus,2022-02-17,0,0,10,0,0,0,0,0,0,0
Stanislaus,2022-02-18,3,0,6,0,0,0,0,0,0,0
Stanislaus,2022-02-19,0,0,6,0,0,0,0,0,0,0
Stanislaus,2022-02-20,0,0,11,0,0,0,0,0,0,0
Stanislaus,2022-02-21,1,0,4,0,0,0,0,0,0,0
Stanislaus,2022-02-22,1,0,14,0,0,0,0,0,0,0
Stanislaus,2022-02-23,4,0,6,0,0,0,0,0,0,0
Stanislaus,2022-02-24,1,0,6,0,0,0,0,0,0,0
Stanislaus,2022-02-25,3,0,5,0,0,0,0,0,0,0
Stanislaus,2022-02-26,0,0,4,0,0,0,0,0,0,0
Stanislaus,2022-02-27,0,0,4,0,0,0,0,0,0,0
Stanislaus,2022-02-28,1,0,9,0,0,0,0,0,0,0
Stanislaus,2022-03-01,1,0,6,0,0,0,0,0,0,0
Stanislaus,2022-03-02,0,0,5,0,0,0,0,0,0,0
Stanislaus,2022-03-03,0,0,4,0,0,0,0,0,0,0
Stanislaus,2022-03-04,0,0,4,0,0,0,0,0,0,0
Stanislaus,2022-03-05,1,0,3,0,0,0,0,0,0,0
Stanislaus,2022-03-06,0,0,2,0,0,0,0,0,0,0
